doi_norm;inst_full_oa;institution_ror;affiliation_name;oa_full_norm;dc_aff_norm;auto_match;manual_match
10.5281/zenodo.15069069;Institute of Clinical and Experimental Medicine;https://ror.org/036zr1b90;Department of Molecular Biology of Cancer, Institute of Experimental Medicine of the Czech Academy of Sciences, Prague, Czech Republic;instituteof clinical and experimental medicine;departmentof molecular biology of cancer, institute of experimental medicine of the czech academy of sciences, prague, czech republic;;match?
10.5281/zenodo.15069069;Institute of Experimental Medicine;https://ror.org/03hjekm25;Department of Molecular Biology of Cancer, Institute of Experimental Medicine of the Czech Academy of Sciences, Prague, Czech Republic;instituteof experimental medicine;departmentof molecular biology of cancer, institute of experimental medicine of the czech academy of sciences, prague, czech republic;;match
10.5281/zenodo.15082082;Czech Geological Survey;https://ror.org/02xz6bf62;Czech Geological Survey;czechgeological survey;czechgeological survey;auto_substring;
10.5281/zenodo.15082082;Institute of Geology;https://ror.org/04wh80b80;Czech Geological Survey;instituteof geology;czechgeological survey;;match?
10.5281/zenodo.15082082;Czech Geological Survey;https://ror.org/02xz6bf62;Czech Geological Survey, Klárov 3, 118 21, Prague 1, Czech Republic;czechgeological survey;czechgeological survey, klarov 3, 118 21, prague 1, czech republic;auto_substring;
10.5281/zenodo.15082082;Institute of Geology;https://ror.org/04wh80b80;Czech Geological Survey, Klárov 3, 118 21, Prague 1, Czech Republic;instituteof geology;czechgeological survey, klarov 3, 118 21, prague 1, czech republic;;match?
10.5281/zenodo.15095308;Institute for Structural Policy;https://ror.org/03fvtf211;Evangelista Purkyně University in Ústí nad Labem, IREAS, Institute for Structural Polic;institutefor structural policy;evangelistapurkyne university in usti nad labem, ireas, institute for structural polic;auto_substring;
10.5281/zenodo.15095308;Institute for Structural Policy;https://ror.org/03fvtf211;Evangelista Purkyně University in Ústí nad Labem, IREAS, Institute for Structural Polic;institutefor structural policy;evangelistapurkyne university in usti nad labem, ireas, institute for structural polic;auto_substring;
10.5281/zenodo.15095308;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Evangelista Purkyně University in Ústí nad Labem, IREAS, Institute for Structural Polic;janevangelista purkyne university in usti nad labem;evangelistapurkyne university in usti nad labem, ireas, institute for structural polic;;match
10.5281/zenodo.15095308;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Evangelista Purkyně University in Ústí nad Labem, IREAS, Institute for Structural Polic;janevangelista purkyne university in usti nad labem;evangelistapurkyne university in usti nad labem, ireas, institute for structural polic;;match
10.5281/zenodo.15095308;Institute for Structural Policy;https://ror.org/03fvtf211;Evangelista Purkyně University in Ústí nad Labem, IREAS, Institute for Structural Policy;institutefor structural policy;evangelistapurkyne university in usti nad labem, ireas, institute for structural policy;auto_substring;
10.5281/zenodo.15095308;Institute for Structural Policy;https://ror.org/03fvtf211;Evangelista Purkyně University in Ústí nad Labem, IREAS, Institute for Structural Policy;institutefor structural policy;evangelistapurkyne university in usti nad labem, ireas, institute for structural policy;auto_substring;
10.5281/zenodo.15095308;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Evangelista Purkyně University in Ústí nad Labem, IREAS, Institute for Structural Policy;janevangelista purkyne university in usti nad labem;evangelistapurkyne university in usti nad labem, ireas, institute for structural policy;;match
10.5281/zenodo.15095308;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Evangelista Purkyně University in Ústí nad Labem, IREAS, Institute for Structural Policy;janevangelista purkyne university in usti nad labem;evangelistapurkyne university in usti nad labem, ireas, institute for structural policy;;match
10.5281/zenodo.15143831;Charles University;https://ror.org/024d6js02;Department of Biochemistry, Faculty of Science, Charles University, Hlavova 2030, Prague 2, 128 40, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic;charlesuniversity;departmentof biochemistry, faculty of science, charles university, hlavova 2030, prague 2, 128 40, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic;;match
10.5281/zenodo.15143831;Tomas Bata University in Zlín;https://ror.org/04nayfw11;Department of Biochemistry, Faculty of Science, Charles University, Hlavova 2030, Prague 2, 128 40, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic;tomasbata university in zlin;departmentof biochemistry, faculty of science, charles university, hlavova 2030, prague 2, 128 40, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic;;match?
10.5281/zenodo.15143835;Charles University;https://ror.org/024d6js02;Department of Biochemistry, Faculty of Science, Charles University, Hlavova 2030, Prague 2, 128 40, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic;charlesuniversity;departmentof biochemistry, faculty of science, charles university, hlavova 2030, prague 2, 128 40, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic;;match
10.5281/zenodo.15143835;Tomas Bata University in Zlín;https://ror.org/04nayfw11;Department of Biochemistry, Faculty of Science, Charles University, Hlavova 2030, Prague 2, 128 40, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic;tomasbata university in zlin;departmentof biochemistry, faculty of science, charles university, hlavova 2030, prague 2, 128 40, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic;;match?
10.5281/zenodo.15143837;Charles University;https://ror.org/024d6js02;Department of Biochemistry, Faculty of Science, Charles University, Hlavova 2030, Prague 2, 128 40, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic;charlesuniversity;departmentof biochemistry, faculty of science, charles university, hlavova 2030, prague 2, 128 40, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic;;match
10.5281/zenodo.15143837;Tomas Bata University in Zlín;https://ror.org/04nayfw11;Department of Biochemistry, Faculty of Science, Charles University, Hlavova 2030, Prague 2, 128 40, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic & Tomas Bata University in Zlín, Faculty of Technology, Department of Physics and Materials Engineering, N´am. T. G. Masaryka 5555, 760 01, Zlín, Czech Republic;tomasbata university in zlin;departmentof biochemistry, faculty of science, charles university, hlavova 2030, prague 2, 128 40, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic & tomas bata university in zlin, faculty of technology, department of physics and materials engineering, n´am. t. g. masaryka 5555, 760 01, zlin, czech republic;;match?
